client_id,symbol,holding_period,total_proceeds_usd,total_cost_basis_usd,net_gain_loss_usd,disallowed_wash_sale_loss_usd,est_tax_liability_usd,lot_count
CL-1030,TCASH-USD,short_term,14676.9588,6388.818499999999,8302.3703,14.229999999999997,2656.7584960000004,7
CL-1030,TEQ-MSFT,short_term,1592.3035,968.4075,623.8960000000001,0.0,254.77040000000002,2
CL-1030,TREIT-A,short_term,1235.3955,793.0347,442.36080000000004,0.0,141.55545600000002,1
CL-1031,TBOND-24,short_term,6864.353800000001,4997.824199999999,2001.8608000000013,135.33119999999997,640.5954560000005,2
CL-1031,TEQ-NVDA,short_term,3633.2322,4259.6157,-626.3835000000004,0.0,54.47939199999993,2
CL-1031,TREIT-A,short_term,1980.4379999999996,1031.1475999999998,949.2903999999999,0.0,303.772928,1
CL-1032,TBOND-24,short_term,3893.5753999999997,4733.8505,-250.1239,590.1512000000002,0.0,2
CL-1032,TCASH-USD,short_term,1822.7028,4416.8915,0.0,2594.1886999999997,0.0,4
CL-1032,TCORP-HY,short_term,2260.7314,1743.4792,517.2522000000001,0.0,165.52070400000005,1
CL-1032,TEQ-MSFT,short_term,1434.9216000000001,669.0432000000001,765.8784,0.0,245.08108800000002,1
CL-1032,TREIT-A,short_term,3568.7592,875.3424,2693.4168,0.0,861.893376,1
CL-1033,TBOND-24,short_term,6626.754800000001,6722.2713,441.69399999999973,537.2104999999999,422.7977599999999,5
CL-1033,TCASH-USD,short_term,2053.3702,1102.2731999999999,951.097,0.0,304.35104,1
CL-1033,TCORP-HY,short_term,5166.4582,3576.0458,2147.3882,556.9757999999999,819.407168,8
CL-1033,TEQ-MSFT,short_term,3649.4239000000007,5020.0316,-1370.6076999999998,0.0,93.33865600000001,4
CL-1033,TEQ-NVDA,short_term,1770.6641000000002,5580.323600000001,-3809.6594999999998,0.0,0.0,5
CL-1033,TREIT-A,short_term,5237.113300000001,10886.2222,-4382.590699999999,1266.5181999999995,74.61702400000006,8
CL-1034,TBOND-24,short_term,2596.5098000000003,5404.1813999999995,-2807.6716,0.0,37.37360000000004,5
CL-1034,TCASH-USD,short_term,6496.4656,11888.856500000002,-169.87520000000012,5222.515700000001,29.198336,6
CL-1034,TCORP-HY,short_term,1903.616,2451.2513,-547.6353000000001,0.0,129.12527999999998,3
CL-1034,TEQ-MSFT,short_term,886.153,2264.7548,-1378.6018000000001,0.0,0.0,2
CL-1034,TEQ-NVDA,short_term,3343.7304,4169.882,152.5628000000001,978.7144000000001,128.74188800000002,5
CL-1034,TREIT-A,short_term,1320.0139,2774.5227999999997,-1454.5088999999998,0.0,0.0,1
CL-1035,TBOND-24,short_term,1477.9415999999999,1463.5094,14.432199999999852,0.0,92.80959999999996,2
CL-1035,TCORP-HY,short_term,2954.6117999999997,2043.875,1506.8472,596.1103999999999,482.191104,4
CL-1035,TEQ-MSFT,short_term,443.63079999999997,1155.3475,0.0,711.7167000000002,0.0,1
CL-1035,TEQ-NVDA,short_term,8259.0006,1137.9458,7154.8696,33.81479999999999,2289.5582719999998,4
CL-1035,TREIT-A,short_term,1750.0874999999999,1137.4846,612.6028999999999,0.0,196.03292799999997,1
CL-1036,TBOND-24,short_term,6114.584000000001,2693.8494,3553.5074000000004,132.77279999999973,1137.122368,2
CL-1036,TCORP-HY,short_term,1876.2194,1795.9247000000003,975.6714,895.3767000000003,312.21484799999996,4
CL-1036,TEQ-MSFT,short_term,3425.7383999999997,2183.7061,1242.0322999999999,0.0,397.450336,2
CL-1036,TEQ-NVDA,short_term,1318.6516000000001,627.1083000000001,691.5433,0.0,221.293856,2
CL-1036,TREIT-A,short_term,931.8616,531.5756,400.28599999999994,0.0,128.09151999999997,1
CL-1037,TBOND-24,long_term,300.84430000000003,2096.6549,-1795.8106,0.0,0.0,1
CL-1037,TEQ-MSFT,short_term,4485.7645999999995,2553.1023,2306.9818999999998,374.31960000000004,738.234208,4
CL-1037,TEQ-NVDA,short_term,1159.0621,1576.4018999999998,-198.4749999999999,218.86479999999995,0.3481600000000026,3
CL-1037,TREIT-A,short_term,449.6175,4530.9288,-752.6847999999999,3328.6265000000003,0.0,3
CL-1038,TBOND-24,short_term,4737.6085,4373.3392,424.8908999999999,60.621599999999944,177.17644799999994,4
CL-1038,TCASH-USD,short_term,8705.7582,7548.32,1229.4759999999997,72.03779999999995,405.5295999999999,4
CL-1038,TEQ-NVDA,short_term,497.83250000000004,823.3038000000001,-325.4713000000001,0.0,0.0,1
CL-1038,TREIT-A,short_term,1028.3721999999998,3469.8316000000004,0.0,2441.4594,0.0,3
CL-1039,TBOND-24,short_term,442.2258,1363.5480000000002,-921.3222000000001,0.0,0.0,2
CL-1039,TCORP-HY,short_term,9615.7712,10278.489,1088.9124000000002,1751.6301999999996,643.122816,8
CL-1039,TEQ-MSFT,short_term,235.83839999999998,665.3808,-429.54240000000004,0.0,0.0,1
CL-1039,TEQ-NVDA,short_term,6049.4866,5297.1197,752.3669000000002,0.0,699.99184,5
CL-1039,TREIT-A,short_term,1105.2372,2540.5812000000005,0.0,1435.3440000000003,0.0,3
CL-1040,TBOND-24,short_term,548.3187,1338.2792999999997,-789.9605999999997,0.0,0.0,1
CL-1040,TCASH-USD,short_term,222.183,93.587,128.596,0.0,41.15072,1
CL-1040,TEQ-MSFT,short_term,8373.6376,7490.3433,883.2942999999996,0.0,282.6541759999999,1
CL-1040,TEQ-NVDA,short_term,4017.8002,7238.1295,-518.56,2701.7693,0.0,4
CL-1040,TREIT-A,short_term,907.6059999999999,49.8457,857.7602999999999,0.0,274.483296,1
CL-1041,TBOND-24,short_term,1441.8031999999998,5623.6632,-539.1120000000001,3642.748,0.0,2
CL-1041,TCASH-USD,short_term,2512.5306,726.1954000000001,1786.3352,0.0,571.627264,3
CL-1041,TCORP-HY,short_term,1517.6868,3783.4056,-2265.7188,0.0,0.0,1
CL-1041,TEQ-MSFT,short_term,1519.3479,2357.6094000000003,-838.2615000000002,0.0,313.13712,4
CL-1041,TEQ-NVDA,short_term,18782.5545,26974.4758,-8191.9213,0.0,719.3726080000002,6
CL-1041,TREIT-A,short_term,2576.0811999999996,618.9629,1957.1182999999999,0.0,626.2778559999999,3
CL-1042,TCASH-USD,short_term,1112.8589000000002,662.9308,457.9075,7.979399999999941,146.53040000000001,2
CL-1042,TEQ-MSFT,short_term,1602.2334,7065.511200000001,-3582.027600000001,1881.2502000000004,39.134592000000005,5
CL-1042,TEQ-NVDA,short_term,3529.44,4582.9367999999995,0.0,1053.4967999999994,0.0,1
CL-1042,TREIT-A,short_term,1051.389,4210.054199999999,39.24680000000001,3197.9119999999994,12.558976000000003,5
CL-1043,TCORP-HY,short_term,860.9764,1424.9555,0.0,563.9791,0.0,1
CL-1043,TREIT-A,short_term,728.8512000000001,657.5668000000001,71.2844,0.0,22.811008,1
CL-1044,TBOND-24,short_term,7625.703299999999,5658.8427,1966.8605999999997,0.0,629.3953919999999,3
CL-1044,TCORP-HY,short_term,3494.6540000000005,5050.9542,-1556.3001999999994,0.0,131.2183680000001,3
CL-1044,TEQ-MSFT,short_term,563.178,1033.8085999999998,0.0,470.63059999999984,0.0,1
CL-1044,TREIT-A,short_term,3660.6119000000003,2594.3405000000002,1066.2714,0.0,486.15321600000004,2
CL-1045,TBOND-24,short_term,1162.37,340.06350000000003,822.3064999999999,0.0,263.13807999999995,3
CL-1045,TCASH-USD,short_term,1958.5481,5043.8516,-842.7051000000001,2242.5984000000003,0.0,2
CL-1045,TCORP-HY,short_term,1400.7864,82.844,1317.9424,0.0,421.741568,1
CL-1045,TEQ-NVDA,short_term,486.93480000000005,1286.046,-799.1112,0.0,0.0,1
CL-1045,TREIT-A,short_term,404.6988,782.6555,0.0,377.95669999999996,0.0,1
CL-1046,TBOND-24,short_term,2098.675,3517.6598,358.4856,1777.4703999999997,114.715392,3
CL-1046,TEQ-MSFT,short_term,717.9090000000001,1282.2078,0.0,564.2987999999998,0.0,1
CL-1046,TEQ-NVDA,short_term,1417.6082999999999,1719.2074,-301.59910000000013,0.0,0.0,1
CL-1046,TREIT-A,short_term,1972.4699999999998,2219.0555,-192.5071000000002,54.07839999999999,26.003039999999967,3
CL-1047,TBOND-24,short_term,1358.9135,3752.7749999999996,-2393.8615,0.0,0.0,2
CL-1047,TCASH-USD,short_term,9079.7235,11286.7773,263.56299999999965,2470.6168000000007,84.34015999999988,3
CL-1047,TCORP-HY,short_term,65.4117,329.1142,0.0,263.7025,0.0,1
CL-1048,TBOND-24,short_term,828.6894,2306.0971,289.4891,1766.8967999999998,92.63651200000001,3
CL-1048,TCASH-USD,short_term,755.3482,221.8586,533.4896,0.0,170.716672,1
CL-1048,TCORP-HY,short_term,3323.2815,2580.3666,742.9149,0.0,349.43875199999997,2
CL-1048,TEQ-MSFT,short_term,1540.3436000000002,2608.343,518.2476,1586.2469999999998,165.839232,3
CL-1048,TEQ-NVDA,short_term,490.82,348.95399999999995,157.4847,15.61869999999999,50.395104,2
CL-1048,TREIT-A,short_term,2779.4026,1758.5152000000003,1020.8873999999998,0.0,326.68396799999994,2
CL-1049,TCORP-HY,short_term,14601.686499999998,3822.7947999999997,10778.891699999998,0.0,3536.2607679999996,4
CL-1049,TEQ-MSFT,short_term,1482.7504999999996,1282.3194999999998,200.4309999999998,0.0,64.13791999999994,1
CL-1049,TEQ-NVDA,short_term,18947.4605,20816.6901,1866.9319999999993,3736.1616000000004,683.821504,7
CL-1049,TREIT-A,short_term,139.2912,401.2272,-261.936,0.0,0.0,1
CL-1050,TBOND-24,short_term,981.9839999999999,7999.2324,-7017.2484,0.0,0.0,1
CL-1050,TCASH-USD,short_term,996.8023,13.5931,983.2091999999999,0.0,314.626944,1
CL-1050,TCORP-HY,short_term,3680.2272,10879.438299999998,-7199.211099999999,0.0,0.0,2
CL-1050,TEQ-MSFT,short_term,6008.1005000000005,3194.2835999999998,2918.0585,104.24160000000029,951.85392,5
CL-1050,TEQ-NVDA,short_term,2312.5998000000004,302.7975,2009.8023000000003,0.0,643.1367360000002,1
CL-1050,TREIT-A,short_term,6724.7508,1651.8492000000003,5072.9016,0.0,1623.328512,4
CL-1051,TCORP-HY,short_term,3015.3269999999998,3207.1551000000004,-191.82810000000063,0.0,0.0,1
CL-1051,TEQ-MSFT,short_term,3018.013000000001,4900.164400000001,-1882.151399999999,0.0,449.5572480000003,6
CL-1051,TEQ-NVDA,short_term,326.54,2431.8377,-2105.2977,0.0,15.453952000000005,3
CL-1051,TREIT-A,short_term,7553.1235,2718.1332,4834.9902999999995,0.0,1547.1968959999997,4
CL-1052,TBOND-24,short_term,7427.888999999999,4230.387,3197.5019999999995,0.0,1023.2006399999999,1
CL-1052,TCASH-USD,short_term,2434.1918,2143.3073,617.1741000000001,326.28959999999984,197.49571200000003,2
CL-1052,TEQ-MSFT,short_term,198.6363,189.6534,8.9829,0.0,2.874528,1
CL-1052,TEQ-NVDA,short_term,3893.6205,5209.6891000000005,0.0,1316.0686000000005,0.0,1
CL-1052,TREIT-A,short_term,8244.5214,7201.037,1043.4843999999994,0.0,518.2956479999998,3
CL-1053,TCASH-USD,short_term,1149.0356,1160.9638,-11.928200000000004,0.0,143.085312,2
CL-1053,TEQ-MSFT,short_term,621.6768,2223.8912,0.0,1602.2144,0.0,1
CL-1053,TEQ-NVDA,short_term,4722.8992,2858.8288000000002,1864.0703999999996,0.0,596.5025279999999,1
CL-1054,TBOND-24,short_term,238.69299999999998,1382.836,0.0,1144.143,0.0,1
CL-1054,TCASH-USD,short_term,1241.8434,1897.7895,575.9825000000001,1231.9286000000002,220.07017600000003,5
CL-1054,TCORP-HY,long_term,271.17900000000003,858.835,0.0,587.656,0.0,1
CL-1054,TCORP-HY,short_term,1725.7336,2707.7171,264.2361000000001,1246.2195999999997,84.55555200000002,3
CL-1054,TEQ-MSFT,short_term,4061.5667999999996,2190.9654,1870.6013999999996,0.0,598.5924479999999,2
CL-1054,TEQ-NVDA,short_term,39.781800000000004,1326.1553999999999,-1286.3736,0.0,0.0,1
CL-1054,TREIT-A,short_term,6961.3896,2390.8668,4570.522800000001,0.0,1462.5672960000002,2
CL-1055,TBOND-24,short_term,5718.0716999999995,4720.488,1448.4122999999995,450.8286,527.5892159999999,3
CL-1055,TCASH-USD,short_term,3766.0692,644.7927,3121.2765,0.0,998.80848,2
CL-1055,TCORP-HY,short_term,3233.6623,3409.1535,-175.49120000000016,0.0,452.70697599999994,4
CL-1055,TEQ-NVDA,short_term,3651.3693,4892.3359,-954.2914000000001,286.67519999999996,0.0,2
CL-1055,TREIT-A,short_term,494.6949000000001,7640.709000000001,-7146.0141,0.0,0.0,3
CL-1056,TBOND-24,short_term,3246.5347999999994,3098.785,147.74979999999948,0.0,47.279935999999836,2
CL-1056,TCASH-USD,short_term,1908.2184,2335.7183999999997,-427.4999999999999,0.0,93.01952000000001,2
CL-1056,TCORP-HY,short_term,215.558,694.467,0.0,478.909,0.0,1
CL-1056,TEQ-MSFT,short_term,364.52729999999997,679.2813,-314.754,0.0,0.0,1
CL-1056,TEQ-NVDA,short_term,35657.513100000004,21606.925,15161.669700000002,1111.0815999999995,4851.7343040000005,11
CL-1057,TBOND-24,short_term,2724.9683999999997,1792.0084000000002,932.9599999999996,0.0,298.5471999999999,2
CL-1057,TCASH-USD,short_term,2159.8184,2312.7511,-152.93269999999973,0.0,248.77440000000007,4
CL-1057,TCORP-HY,short_term,1450.987,1533.8230000000003,-82.83600000000024,0.0,0.0,1
CL-1057,TEQ-MSFT,short_term,581.5168,1139.019,-557.5022000000001,0.0,0.0,2
